key,fold
CVE-2017-14976,0
CVE-2015-5352,0
CVE-2015-5330,0
CVE-2015-5330,0
CVE-2015-5330,0
CVE-2015-5330,0
CVE-2015-5330,0
CVE-2015-5330,0
CVE-2015-5330,0
CVE-2015-5330,0
CVE-2015-5296,0
CVE-2015-5296,0
CVE-2015-5296,0
CVE-2015-5289,0
CVE-2015-5289,0
CVE-2015-5289,0
CVE-2015-5289,0
CVE-2018-17961,0
CVE-2015-5252,0
CVE-2019-13638,0
CVE-2019-13636,0
CVE-2011-2200,0
CVE-2018-16863,0
CVE-2018-16863,0
CVE-2011-1943,0
CVE-2018-16802,0
CVE-2018-16802,0
CVE-2017-13723,0
CVE-2017-13720,0
CVE-2018-16542,0
CVE-2018-16541,0
CVE-2017-13673,0
CVE-2018-16513,0
CVE-2018-16511,0
CVE-2018-16510,0
CVE-2018-16510,0
CVE-2017-13090,0
CVE-2018-15911,0
CVE-2018-15911,0
CVE-2018-15910,0
CVE-2018-15910,0
CVE-2015-3456,0
CVE-2015-3456,0
CVE-2018-15908,0
CVE-2019-12382,0
CVE-2015-3330,0
CVE-2011-1428,0
CVE-2011-1428,0
CVE-2011-1428,0
CVE-2015-3281,0
CVE-2015-3228,0
CVE-2013-2236,0
CVE-2015-3196,0
CVE-2015-3195,0
CVE-2015-3194,0
CVE-2015-3194,0
CVE-2015-3193,0
CVE-2019-12068,0
CVE-2013-2168,0
CVE-2013-2007,0
CVE-2013-1824,0
CVE-2013-1824,0
CVE-2013-1824,0
CVE-2013-1824,0
CVE-2015-2806,0
CVE-2013-1790,0
CVE-2013-1789,0
CVE-2013-1789,0
CVE-2013-1789,0
CVE-2013-1788,0
CVE-2013-1788,0
CVE-2013-1788,0
CVE-2013-1788,0
CVE-2017-11714,0
CVE-2009-0946,0
CVE-2009-0946,0
CVE-2009-0946,0
CVE-2009-0946,0
CVE-2009-0946,0
CVE-2013-1643,0
CVE-2018-14600,0
CVE-2018-14600,0
CVE-2018-14599,0
CVE-2018-14599,0
CVE-2018-14599,0
CVE-2019-11360,0
CVE-2015-2348,0
CVE-2015-2331,0
CVE-2015-2301,0
CVE-2009-0586,0
CVE-2017-11144,0
CVE-2017-11144,0
CVE-2017-11144,0
CVE-2017-11143,0
CVE-2018-14036,0
CVE-2015-2059,0
CVE-2015-2059,0
CVE-2015-2059,0
CVE-2017-10972,0
CVE-2017-10971,0
CVE-2017-10971,0
CVE-2009-0397,0
CVE-2015-1793,0
CVE-2015-1352,0
CVE-2015-1352,0
CVE-2015-1351,0
CVE-2015-1345,0
CVE-2011-0064,0
CVE-2011-0064,0
CVE-2011-0064,0
CVE-2011-0064,0
CVE-2019-9923,0
CVE-2017-9740,0
CVE-2017-9739,0
CVE-2017-9727,0
CVE-2017-9726,0
CVE-2013-0292,0
CVE-2017-9620,0
CVE-2017-9620,0
CVE-2017-9619,0
CVE-2017-9618,0
CVE-2017-9618,0
CVE-2017-9610,0
CVE-2010-4707,0
CVE-2010-4706,0
CVE-2017-9526,0
CVE-2013-0166,0
CVE-2013-0166,0
CVE-2013-0166,0
CVE-2017-9461,0
CVE-2017-9375,0
CVE-2017-9374,0
CVE-2017-9373,0
CVE-2017-9330,0
CVE-2017-9310,0
CVE-2017-9310,0
CVE-2015-0293,0
CVE-2015-0293,0
CVE-2015-0292,0
CVE-2015-0291,0
CVE-2012-6113,0
CVE-2015-0290,0
CVE-2015-0289,0
CVE-2015-0289,0
CVE-2015-0288,0
CVE-2015-0287,0
CVE-2015-0286,0
CVE-2015-0285,0
CVE-2017-9060,0
CVE-2015-0272,0
CVE-2015-0272,0
CVE-2017-8934,0
CVE-2017-8933,0
CVE-2010-3431,0
CVE-2015-0209,0
CVE-2015-0208,0
CVE-2015-0207,0
CVE-2012-5670,0
CVE-2012-5669,0
CVE-2012-5667,0
CVE-2017-8849,0
CVE-2017-8849,0
CVE-2017-8849,0
CVE-2018-11645,0
CVE-2018-11645,0
CVE-2012-4462,0
CVE-2012-4462,0
CVE-2012-4462,0
CVE-2012-4462,0
CVE-2012-4462,0
CVE-2012-4462,0
CVE-2012-4462,0
CVE-2014-9745,0
CVE-2014-9718,0
CVE-2014-9718,0
CVE-2014-9718,0
CVE-2018-11469,0
CVE-2014-9672,0
CVE-2014-9671,0
CVE-2014-9670,0
CVE-2014-9669,0
CVE-2014-9666,0
CVE-2014-9665,0
CVE-2014-9665,0
CVE-2014-9665,0
CVE-2014-9665,0
CVE-2014-9665,0
CVE-2014-9665,0
CVE-2014-9665,0
CVE-2014-9665,0
CVE-2014-9664,0
CVE-2014-9664,0
CVE-2014-9664,0
CVE-2014-9664,0
CVE-2014-9663,0
CVE-2014-9661,0
CVE-2014-9661,0
CVE-2014-9661,0
CVE-2014-9659,0
CVE-2014-9659,0
CVE-2014-9658,0
CVE-2014-9656,0
CVE-2012-2686,0
CVE-2012-2686,0
CVE-2012-2686,0
CVE-2011-4718,0
CVE-2011-4718,0
CVE-2011-4718,0
CVE-2011-4718,0
CVE-2014-9427,0
CVE-2017-8287,0
CVE-2010-3443,0
CVE-2010-3443,0
CVE-2010-3443,0
CVE-2010-3443,0
CVE-2010-3443,0
CVE-2010-3443,0
CVE-2014-9426,0
CVE-2014-9425,0
CVE-2017-8105,0
CVE-2017-8086,0
CVE-2010-4352,0
CVE-2017-7864,0
CVE-2017-7857,0
CVE-2014-8626,0
CVE-2017-7511,0
CVE-2017-7476,0
CVE-2014-8142,0
CVE-2014-8142,0
CVE-2014-8106,0
CVE-2016-9913,0
CVE-2016-9913,0
CVE-2010-3855,0
CVE-2018-10194,0
CVE-2018-10184,0
CVE-2014-7840,0
CVE-2016-9294,0
CVE-2014-7815,0
CVE-2010-3704,0
CVE-2010-3702,0
CVE-2010-3702,0
CVE-2016-9106,0
CVE-2016-9105,0
CVE-2016-9103,0
CVE-2016-9102,0
CVE-2016-8669,0
CVE-2016-8577,0
CVE-2016-7995,0
CVE-2016-7953,0
CVE-2016-7948,0
CVE-2016-7948,0
CVE-2016-7948,0
CVE-2016-7946,0
CVE-2016-7946,0
CVE-2016-7946,0
CVE-2016-7946,0
CVE-2016-7946,0
CVE-2016-7944,0
CVE-2016-7943,0
CVE-2016-7943,0
CVE-2016-7908,0
CVE-2016-7466,0
CVE-2016-7424,0
CVE-2016-7423,0
CVE-2016-7421,0
CVE-2006-4192,0
CVE-2017-6542,0
CVE-2016-7170,0
CVE-2016-7161,0
CVE-2016-7157,0
CVE-2016-7157,0
CVE-2016-7156,0
CVE-2016-7155,0
CVE-2016-7116,0
CVE-2016-7116,0
CVE-2016-7052,0
CVE-2017-6414,0
CVE-2019-5747,0
CVE-2019-5747,0
CVE-2017-6386,0
CVE-2017-6355,0
CVE-2017-6317,0
CVE-2016-6888,0
CVE-2016-6836,0
CVE-2017-6210,0
CVE-2016-6835,0
CVE-2017-6209,0
CVE-2016-6834,0
CVE-2016-6833,0
CVE-2017-5994,0
CVE-2017-5993,0
CVE-2016-6490,0
CVE-2017-5956,0
CVE-2017-5937,0
CVE-2017-5937,0
CVE-2012-3291,0
CVE-2016-6351,0
CVE-2016-6307,0
CVE-2016-6307,0
CVE-2016-6304,0
CVE-2016-6303,0
CVE-2016-6302,0
CVE-2016-6301,0
CVE-2016-6297,0
CVE-2016-6297,0
CVE-2016-6295,0
CVE-2016-6295,0
CVE-2016-6295,0
CVE-2016-6295,0
CVE-2016-6295,0
CVE-2016-6295,0
CVE-2016-6295,0
CVE-2016-6295,0
CVE-2016-6295,0
CVE-2016-6295,0
CVE-2016-6290,0
CVE-2016-6290,0
CVE-2016-6289,0
CVE-2016-6289,0
CVE-2016-6263,0
CVE-2016-6262,0
CVE-2010-2805,0
CVE-2017-5580,0
CVE-2017-5552,0
CVE-2014-6269,0
CVE-2014-6269,0
CVE-2014-6269,0
CVE-2017-5330,0
CVE-2018-7731,0
CVE-2018-7730,0
CVE-2018-7729,0
CVE-2018-7728,0
CVE-2010-2527,0
CVE-2010-2527,0
CVE-2010-2527,0
CVE-2010-2527,0
CVE-2010-2527,0
CVE-2010-2520,0
CVE-2010-2519,0
CVE-2010-2500,0
CVE-2010-2500,0
CVE-2010-2499,0
CVE-2010-2498,0
CVE-2010-2497,0
CVE-2016-5407,0
CVE-2012-2737,0
CVE-2012-2737,0
CVE-2016-5338,0
CVE-2016-5337,0
CVE-2016-5126,0
CVE-2016-4971,0
CVE-2016-4971,0
CVE-2016-4964,0
CVE-2012-2386,0
CVE-2014-5388,0
CVE-2018-6951,0
CVE-2018-6942,0
CVE-2014-5139,0
CVE-2014-5139,0
CVE-2018-6791,0
CVE-2018-6790,0
CVE-2018-6790,0
CVE-2012-2143,0
CVE-2012-2143,0
CVE-2016-4579,0
CVE-2016-4579,0
CVE-2016-4544,0
CVE-2016-4544,0
CVE-2016-4544,0
CVE-2016-4541,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2016-4539,0
CVE-2014-4883,0
CVE-2016-4356,0
CVE-2016-4356,0
CVE-2016-4353,0
CVE-2016-4353,0
CVE-2014-4617,0
CVE-2010-1642,0
CVE-2010-1635,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4072,0
CVE-2016-4071,0
CVE-2016-4037,0
CVE-2016-4020,0
CVE-2016-4008,0
CVE-2016-4001,0
CVE-2016-3994,0
CVE-2016-3993,0
CVE-2012-1573,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1172,0
CVE-2010-1166,0
CVE-2010-1166,0
CVE-2010-1166,0
CVE-2010-1166,0
CVE-2010-1149,0
CVE-2010-1149,0
CVE-2018-5764,0
CVE-2018-5759,0
CVE-2018-5759,0
CVE-2019-1563,0
CVE-2019-1563,0
CVE-2019-1559,0
CVE-2019-1559,0
CVE-2019-1559,0
CVE-2019-1549,0
CVE-2019-1549,0
CVE-2019-1549,0
CVE-2008-1950,0
CVE-2008-1950,0
CVE-2008-1950,0
CVE-2012-0947,0
CVE-2014-3669,0
CVE-2014-3615,0
CVE-2014-3615,0
CVE-2018-5388,0
CVE-2014-3569,0
CVE-2014-3569,0
CVE-2014-3569,0
CVE-2014-3568,0
CVE-2014-3568,0
CVE-2014-3568,0
CVE-2014-3567,0
CVE-2016-3185,0
CVE-2014-3564,0
CVE-2014-3564,0
CVE-2016-3142,0
CVE-2016-3142,0
CVE-2016-3141,0
CVE-2014-3515,0
CVE-2014-3515,0
CVE-2010-0787,0
CVE-2010-0787,0
CVE-2014-3513,0
CVE-2014-3513,0
CVE-2014-3512,0
CVE-2014-3512,0
CVE-2014-3511,0
CVE-2014-3509,0
CVE-2014-3508,0
CVE-2014-3468,0
CVE-2014-3468,0
CVE-2016-2860,0
CVE-2016-2858,0
CVE-2016-2858,0
CVE-2016-2857,0
CVE-2016-2842,0
CVE-2016-2841,0
CVE-2016-2538,0
CVE-2016-2538,0
CVE-2016-2392,0
CVE-2016-2391,0
CVE-2016-2342,0
CVE-2014-2972,0
CVE-2014-2972,0
CVE-2014-2972,0
CVE-2014-2957,0
CVE-2016-2181,0
CVE-2016-2179,0
CVE-2016-2179,0
CVE-2016-2179,0
CVE-2016-2179,0
CVE-2016-2179,0
CVE-2016-2177,0
CVE-2016-2177,0
CVE-2016-2177,0
CVE-2016-2177,0
CVE-2016-2177,0
CVE-2016-2177,0
CVE-2016-2177,0
CVE-2016-2176,0
CVE-2014-2855,0
CVE-2016-2108,0
CVE-2016-2108,0
CVE-2016-2108,0
CVE-2016-2108,0
CVE-2016-2108,0
CVE-2016-2107,0
CVE-2016-2107,0
CVE-2016-2106,0
CVE-2016-2105,0
CVE-2017-0553,0
CVE-2016-1907,0
CVE-2017-0379,0
CVE-2014-2241,0
CVE-2018-20815,0
CVE-2016-1568,0
CVE-2018-20679,0
CVE-2018-20679,0
CVE-2018-20679,0
CVE-2014-2013,0
CVE-2014-2013,0
CVE-2014-2013,0
CVE-2014-2013,0
CVE-2014-2013,0
CVE-2016-10369,0
CVE-2011-4328,0
CVE-2016-10328,0
CVE-2016-10218,0
CVE-2011-4029,0
CVE-2011-4028,0
CVE-2016-10164,0
CVE-2016-10163,0
CVE-2016-10133,0
CVE-2011-3951,0
CVE-2011-3936,0
CVE-2011-3936,0
CVE-2011-3929,0
CVE-2016-9807,0
CVE-2011-3193,0
CVE-2016-0798,0
CVE-2016-0798,0
CVE-2016-0798,0
CVE-2016-0797,0
CVE-2016-9446,0
CVE-2016-9446,0
CVE-2016-0705,0
CVE-2016-0702,0
CVE-2016-0701,0
CVE-2016-0701,0
CVE-2016-0701,0
CVE-2016-0701,0
CVE-2016-9137,0
CVE-2016-8674,0
CVE-2016-8674,0
CVE-2016-8610,0
CVE-2016-8602,0
CVE-2016-7977,0
CVE-2016-7976,0
CVE-2016-7976,0
CVE-2016-7976,0
CVE-2010-4819,0
CVE-2010-4818,0
CVE-2010-4818,0
CVE-2010-4818,0
CVE-2015-8867,0
CVE-2015-8866,0
CVE-2015-8838,0
CVE-2015-8838,0
CVE-2015-8744,0
CVE-2015-8744,0
CVE-2016-7393,0
CVE-2015-8558,0
CVE-2014-0224,0
CVE-2014-0224,0
CVE-2014-0221,0
CVE-2015-8325,0
CVE-2014-0195,0
CVE-2014-0182,0
CVE-2015-7512,0
CVE-2018-1116,0
CVE-2018-1116,0
CVE-2018-1116,0
CVE-2015-5589,0
CVE-2015-5589,0
CVE-2015-5589,0
CVE-2015-5589,0
CVE-2015-5589,0
CVE-2015-5589,0
CVE-2015-5589,0
CVE-2015-5589,0
CVE-2015-5479,0
CVE-2013-7296,0
CVE-2015-4644,0
CVE-2015-4643,0
CVE-2015-4642,0
CVE-2015-4602,0
CVE-2015-4601,0
CVE-2015-4601,0
CVE-2015-4601,0
CVE-2015-4116,0
CVE-2015-3418,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3412,0
CVE-2015-3197,0
CVE-2015-3197,0
CVE-2015-3146,0
CVE-2015-3146,0
CVE-2015-3146,0
CVE-2018-0739,0
CVE-2018-0737,0
CVE-2018-0737,0
CVE-2018-0735,0
CVE-2018-0735,0
CVE-2018-0734,0
CVE-2018-0732,0
CVE-2013-6462,0
CVE-2013-6450,0
CVE-2013-6450,0
CVE-2013-6399,0
CVE-2014-9766,0
CVE-2014-9764,0
CVE-2014-9763,0
CVE-2014-9762,0
CVE-2014-9746,0
CVE-2014-9746,0
CVE-2014-9746,0
CVE-2011-5326,0
CVE-2000-1254,0
CVE-2018-0496,0
CVE-2018-0496,0
CVE-2018-0495,0
CVE-2016-2148,0
CVE-2016-2090,0
CVE-2016-1908,0
CVE-2016-1908,0
CVE-2016-1908,0
CVE-2013-4544,0
CVE-2013-4544,0
CVE-2013-4539,0
CVE-2013-4538,0
CVE-2013-4537,0
CVE-2013-4531,0
CVE-2013-4353,0
CVE-2013-4159,0
CVE-2013-4150,0
CVE-2013-4149,0
CVE-2017-18238,0
CVE-2017-18235,0
CVE-2017-18235,0
CVE-2017-18234,0
CVE-2017-18234,0
CVE-2017-18233,0
CVE-2017-18201,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2011-4930,0
CVE-2017-18030,0
CVE-2017-15652,0
CVE-2017-17858,0
CVE-2017-17858,0
CVE-2010-5110,0
CVE-2010-5110,0
CVE-2010-5110,0
CVE-2010-5110,0
CVE-2015-1395,0
CVE-2015-1395,0
CVE-2014-9645,0
CVE-2014-9637,0
CVE-2014-9637,0
CVE-2014-9637,0
CVE-2014-0145,0
CVE-2014-0143,0
CVE-2014-0143,0
CVE-2014-0143,0
CVE-2014-0143,0
CVE-2014-0143,0
CVE-2014-0143,0
CVE-2014-0143,0
CVE-2014-0143,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2016-1586,0
CVE-2007-5199,0
CVE-2015-9383,0
CVE-2015-9382,0
CVE-2015-9290,0
CVE-2014-10375,0
CVE-2012-6711,0
CVE-2012-6711,0
CVE-2017-12187,0
CVE-2017-12187,0
CVE-2017-12187,0
CVE-2017-12187,0
CVE-2017-12187,0
CVE-2017-12187,0
CVE-2017-12187,0
CVE-2017-12183,0
CVE-2017-12183,0
CVE-2017-12183,0
CVE-2017-12183,0
CVE-2017-12183,0
CVE-2017-12183,0
CVE-2017-12179,0
CVE-2017-12178,0
CVE-2017-12177,0
CVE-2017-12176,0
CVE-2017-7539,0
CVE-2017-7539,0
CVE-2017-7539,0
CVE-2017-7539,0
CVE-2017-7539,0
CVE-2017-7539,0
CVE-2017-7539,0
CVE-2017-7526,0
CVE-2017-7471,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2633,0
CVE-2017-2626,0
CVE-2017-2625,0
CVE-2016-10713,0
CVE-2016-10712,0
CVE-2016-10712,0
CVE-2016-10712,0
CVE-2016-10712,0
CVE-2016-10712,0
CVE-2016-10712,0
CVE-2016-10712,0
CVE-2016-10712,0
CVE-2016-10712,0
CVE-2016-10708,0
CVE-2016-10708,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-9601,0
CVE-2016-7056,0
CVE-2015-9262,0
CVE-2015-9261,0
CVE-2014-10073,0
CVE-2014-10073,0
CVE-2014-1846,0
CVE-2014-1846,0
CVE-2014-1845,0
CVE-2009-1194,0
CVE-2010-2060,0
CVE-2010-1155,0
CVE-2010-1155,0
CVE-2010-1155,0
CVE-2010-1155,0
CVE-2010-1155,0
CVE-2010-1152,0
CVE-2010-0011,0
CVE-2010-0011,0
CVE-2011-2161,0
CVE-2011-1575,0
CVE-2011-1575,0
CVE-2011-0530,0
CVE-2012-5532,0
CVE-2012-5517,0
CVE-2012-4565,0
CVE-2012-4508,0
CVE-2012-4508,0
CVE-2012-4508,0
CVE-2012-4508,0
CVE-2012-4508,0
CVE-2012-4467,0
CVE-2012-4467,0
CVE-2012-4444,0
CVE-2012-4444,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3552,0
CVE-2012-3525,0
CVE-2012-3525,0
CVE-2012-3520,0
CVE-2012-3520,0
CVE-2012-3520,0
CVE-2012-3511,0
CVE-2012-3510,0
CVE-2012-3430,0
CVE-2012-3412,0
CVE-2012-3412,0
CVE-2012-3412,0
CVE-2012-3400,0
CVE-2012-3375,0
CVE-2012-2745,0
CVE-2012-2744,0
CVE-2012-2744,0
CVE-2012-2673,0
CVE-2012-2669,0
CVE-2012-2390,0
CVE-2012-2390,0
CVE-2012-2384,0
CVE-2012-2383,0
CVE-2012-2375,0
CVE-2012-2319,0
CVE-2012-2319,0
CVE-2012-2313,0
CVE-2012-2136,0
CVE-2012-2133,0
CVE-2012-2133,0
CVE-2012-2133,0
CVE-2012-2133,0
CVE-2012-2133,0
CVE-2012-2133,0
CVE-2012-2133,0
CVE-2012-2133,0
CVE-2012-2133,0
CVE-2012-2133,0
CVE-2012-2133,0
CVE-2012-2127,0
CVE-2012-2127,0
CVE-2012-2123,0
CVE-2012-2121,0
CVE-2012-2121,0
CVE-2012-2100,0
CVE-2012-1601,0
CVE-2012-1601,0
CVE-2012-1583,0
CVE-2012-1571,0
CVE-2012-1571,0
CVE-2012-1571,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1179,0
CVE-2012-1176,0
CVE-2012-1176,0
CVE-2012-1176,0
CVE-2012-1176,0
CVE-2012-1176,0
CVE-2012-1146,0
CVE-2012-1097,0
CVE-2012-1090,0
CVE-2012-1013,0
CVE-2012-0957,0
CVE-2012-0879,0
CVE-2012-0807,0
CVE-2012-0807,0
CVE-2012-0207,0
CVE-2012-0058,0
CVE-2012-0058,0
CVE-2012-0045,0
CVE-2012-0044,0
CVE-2012-0038,0
CVE-2012-0037,0
CVE-2012-0037,0
CVE-2012-0037,0
CVE-2012-0037,0
CVE-2012-0037,0
CVE-2012-0037,0
CVE-2012-0037,0
CVE-2012-0036,0
CVE-2012-0036,0
CVE-2012-0036,0
CVE-2012-0028,0
CVE-2012-0028,0
CVE-2011-4914,0
CVE-2011-4914,0
CVE-2011-4913,0
CVE-2011-4913,0
CVE-2011-4913,0
CVE-2011-4621,0
CVE-2011-4621,0
CVE-2011-4621,0
CVE-2011-4621,0
CVE-2011-4621,0
CVE-2011-4611,0
CVE-2011-4594,0
CVE-2011-4326,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4324,0
CVE-2011-4131,0
CVE-2011-4131,0
CVE-2011-4131,0
CVE-2011-4131,0
CVE-2011-4131,0
CVE-2011-4131,0
CVE-2011-4127,0
CVE-2011-4127,0
CVE-2011-4127,0
CVE-2011-4112,0
CVE-2011-4112,0
CVE-2011-4112,0
CVE-2011-4112,0
